code,ticker,company_name,sector,transformation_evidence_level,transformation_evidence_basis,emerging_evidence_level,evidence_level,evidence_level_label,evidence_snippet,evidence_source
3945,3945.T,"Superbag Company,Limited",Pulp and Paper,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8917,8917.T,"First Juken Co.,Ltd.",Real Estate,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6069,6069.T,"Trenders,Inc.",Services,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7818,7818.T,"TRANSACTION CO.,Ltd.",Other Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9846,9846.T,"TENMAYA STORE CO.,LTD.",Retail Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6946,6946.T,"Nippon Avionics Co.,Ltd.",Electric Appliances,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5011,5011.T,"NICHIREKI GROUP CO.,LTD.",Oil and Coal Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8091,8091.T,"NICHIMO CO.,LTD.",Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5186,5186.T,Nitta Corporation,Rubber Products,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8030,8030.T,"Chuo Gyorui Co.,Ltd.",Wholesale Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1801,1801.T,TAISEI CORPORATION,Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7734,7734.T,"RIKEN KEIKI CO.,LTD.",Precision Instruments,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
5805,5805.T,SWCC Corporation,Nonferrous Metals,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6999,6999.T,KOA CORPORATION,Electric Appliances,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
5821,5821.T,HIRAKAWA HEWTECH CORP.,Nonferrous Metals,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3547,3547.T,UNISIA HOLDINGS CO.,Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3486,3486.T,GLOBAL LINK MANAGEMENT INC.,Real Estate,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7539,7539.T,"AINAVO HOLDINGS Co.,Ltd.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8163,8163.T,"SRS HOLDINGS CO.,LTD.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1946,1946.T,TOENEC CORPORATION,Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5631,5631.T,"The Japan Steel Works,Ltd.",Machinery,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4463,4463.T,"NICCA CHEMICAL CO.,LTD.",Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9424,9424.T,Japan Communications Inc.,Information & Communication,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
4820,4820.T,"EM SYSTEMS CO.,LTD.",Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6071,6071.T,"IBJ,Inc.",Services,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
2652,2652.T,MANDARAKE INC.,Retail Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
9906,9906.T,Fujii Sangyo Corporation,Wholesale Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6653,6653.T,"SEIKO ELECTRIC CO.,LTD.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1799,1799.T,DAIICHI KENSETSU CORPORATION,Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5939,5939.T,"OTANI KOGYO CO.,LTD.",Metal Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3675,3675.T,Cross Marketing Group Inc.,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4187,4187.T,OSAKA ORGANIC CHEMICAL INDUSTRY LTD.,Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7377,7377.T,"DN HOLDINGS CO.,LTD.",Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7409,7409.T,"AeroEdge Co.,Ltd",Transportation Equipment,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
3321,3321.T,"MITACHI CO.,LTD.",Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
4577,4577.T,"Daito Pharmaceutical Co.,Ltd.",Pharmaceutical,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9845,9845.T,PARKER CORPORATION,Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9068,9068.T,"Maruzen Showa Unyu Co.,Ltd.",Land Transportation,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6771,6771.T,"IKEGAMI TSUSHINKI CO.,LTD.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7421,7421.T,"KAPPA・CREATE CO.,LTD.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6387,6387.T,SAMCO INC.,Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7066,7066.T,"Peers Co.,Ltd.",Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9722,9722.T,FUJITA KANKO INC.,Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4027,4027.T,TAYCA CORPORATION,Chemicals,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
9763,9763.T,"Maruken Lease Co.,Ltd.",Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9827,9827.T,"Lilycolor Co.,Ltd.",Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4826,4826.T,"Computer Institute of Japan, Ltd.",Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1965,1965.T,TECHNO RYOWA LTD.,Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6929,6929.T,"NIPPON CERAMIC CO.,LTD.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7874,7874.T,"LEC,INC.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5010,5010.T,"NIPPON SEIRO CO.,LTD.",Oil and Coal Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7510,7510.T,TAKEBISHI CORPORATION,Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1384,1384.T,"Hokuryo Co.,Ltd.","Fishery, Agriculture and Forestry",3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1381,1381.T,"AXYZ CO.,Ltd.","Fishery, Agriculture and Forestry",3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7938,7938.T,REGAL CORPORATION,Other Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1942,1942.T,"KANDENKO CO.,LTD.",Construction,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6907,6907.T,"GEOMATEC CO.,LTD.",Electric Appliances,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6485,6485.T,"MAEZAWA KYUSO INDUSTRIES CO.,LTD.",Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2415,2415.T,"Human Holdings Co.,Ltd.",Services,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5074,5074.T,"TESS Holdings Co.,Ltd.",Construction,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
9412,9412.T,SKY Perfect JSAT Corporation,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7722,7722.T,"KOKUSAI CO.,LTD.",Precision Instruments,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2332,2332.T,"Quest Co.,Ltd.",Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9310,9310.T,Japan Transcity Corporation,Warehousing and Harbor Transportation Service,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4099,4099.T,SHIKOKU KASEI HOLDINGS CORPORATION,Chemicals,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3843,3843.T,"FreeBit Co.,Ltd.",Information & Communication,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5592,5592.T,"Kusurinomadoguchi,Inc.",Information & Communication,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2533,2533.T,"Oenon Holdings,Inc.",Foods,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3678,3678.T,"MEDIA DO Co.,Ltd.",Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4449,4449.T,giftee Inc.,Information & Communication,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3131,3131.T,SHINDEN HIGHTEX CORPORATION,Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3676,3676.T,"DIGITAL HEARTS HOLDINGS Co.,Ltd.",Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4224,4224.T,LONSEAL CORPORATION,Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7885,7885.T,"TAKANO Co.,Ltd.",Other Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4998,4998.T,FUMAKILLA LIMITED,Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7812,7812.T,CRESTEC Inc.,Other Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
2815,2815.T,"ARIAKE JAPAN Co.,Ltd.",Foods,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7213,7213.T,LECIP HOLDINGS CORPORATION,Transportation Equipment,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1718,1718.T,"MIKIKOGYO CO.,LTD.",Construction,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3778,3778.T,SAKURA internet Inc.,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3069,3069.T,JFLA Holdings Inc.,Foods,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7963,7963.T,KOKEN LTD.,Other Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6345,6345.T,AICHI CORPORATION,Machinery,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7220,7220.T,"MUSASHI SEIMITSU INDUSTRY CO.,LTD.",Transportation Equipment,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2469,2469.T,Hibino Corporation,Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6382,6382.T,TRINITY INDUSTRIAL CORPORATION,Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6788,6788.T,"NIHON TRIM CO.,LTD.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9824,9824.T,"SENSHU ELECTRIC CO.,LTD.",Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4170,4170.T,"Kaizen Platform,Inc.",Information & Communication,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7022,7022.T,Sanoyas Holdings Corporation,Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1867,1867.T,UEKI CORPORATION,Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7094,7094.T,NexTone Inc.,Services,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
